225.160, 129.175, 8.334, 15.665 False
224.882, 129.174, 8.334, 15.698 False
224.604, 129.173, 8.334, 15.731 False
224.326, 129.172, 8.334, 15.764 False
224.048, 129.171, 8.334, 15.797 False
223.771, 129.170, 8.334, 15.830 False
223.493, 129.170, 8.334, 15.863 False
223.215, 129.169, 8.334, 15.896 False
222.937, 129.169, 8.334, 15.929 False
222.659, 129.169, 8.334, 15.962 False
222.382, 129.168, 8.334, 15.995 False
222.104, 129.168, 8.334, 16.028 False
221.826, 129.168, 8.334, 16.061 False
221.548, 129.168, 8.334, 16.094 False
221.270, 129.168, 8.334, 16.127 False
220.992, 129.168, 8.334, 16.160 False
220.715, 129.169, 8.334, 16.193 False
220.437, 129.169, 8.334, 16.226 False
220.159, 129.170, 8.334, 16.259 False
219.881, 129.171, 8.334, 16.292 False
219.604, 129.171, 8.334, 16.325 False
219.326, 129.172, 8.334, 16.358 False
219.048, 129.173, 8.334, 16.391 False
218.770, 129.174, 8.334, 16.424 False
218.492, 129.175, 8.334, 16.457 False
218.215, 129.176, 8.334, 16.490 False
217.937, 129.177, 8.334, 16.523 False
217.659, 129.178, 8.334, 16.556 False
217.381, 129.179, 8.334, 16.589 False
217.104, 129.180, 8.334, 16.622 False
216.826, 129.182, 8.334, 16.655 False
216.548, 129.183, 8.334, 16.688 False
216.270, 129.184, 8.334, 16.721 False
215.992, 129.186, 8.334, 16.754 False
215.715, 129.188, 8.334, 16.787 False
215.437, 129.189, 8.333, 16.820 False
215.159, 129.191, 8.333, 16.853 False
214.881, 129.192, 8.333, 16.886 False
214.604, 129.195, 8.333, 16.919 False
214.326, 129.197, 8.333, 16.952 False
214.048, 129.199, 8.333, 16.985 False
213.770, 129.201, 8.333, 17.018 False
213.493, 129.203, 8.333, 17.051 False
213.215, 129.205, 8.333, 17.084 False
212.937, 129.207, 8.333, 17.117 False
212.659, 129.210, 8.333, 17.150 False
212.381, 129.212, 8.333, 17.183 False
212.104, 129.214, 8.333, 17.216 False
211.826, 129.217, 8.333, 17.249 False
211.548, 129.219, 8.333, 17.282 False
211.270, 129.222, 8.333, 17.315 False
210.993, 129.224, 8.333, 17.348 False
210.715, 129.227, 8.333, 17.381 False
210.437, 129.229, 8.333, 17.414 False
210.159, 129.232, 8.333, 17.447 False
209.881, 129.234, 8.333, 17.480 False
209.604, 129.237, 8.333, 17.513 False
209.326, 129.240, 8.333, 17.546 False
209.048, 129.242, 8.333, 17.579 False
208.770, 129.245, 8.333, 17.612 False
208.493, 129.248, 8.333, 17.645 False
208.215, 129.250, 8.333, 17.678 False
207.937, 129.253, 8.333, 17.711 False
207.659, 129.256, 8.333, 17.744 False
207.382, 129.260, 8.333, 17.777 False
207.104, 129.263, 8.333, 17.810 False
206.826, 129.266, 8.333, 17.843 False
206.548, 129.270, 8.333, 17.876 False
206.271, 129.273, 8.333, 17.909 False
205.993, 129.276, 8.333, 17.942 False
205.715, 129.279, 8.333, 17.975 False
205.437, 129.283, 8.333, 18.008 False
205.160, 129.286, 8.333, 18.041 False
204.882, 129.289, 8.333, 18.074 False
204.604, 129.293, 8.333, 18.107 False
204.326, 129.296, 8.333, 18.140 False
204.049, 129.299, 8.333, 18.173 False
203.771, 129.303, 8.333, 18.206 False
203.493, 129.306, 8.333, 18.239 False
203.215, 129.309, 8.333, 18.272 False
202.938, 129.313, 8.333, 18.305 False
202.660, 129.316, 8.333, 18.338 False
202.382, 129.319, 8.333, 18.371 False
202.104, 129.323, 8.333, 18.404 False
201.827, 129.326, 8.333, 18.437 False
201.549, 129.329, 8.333, 18.470 False
201.271, 129.333, 8.333, 18.503 False
200.993, 129.336, 8.333, 18.536 False
200.716, 129.339, 8.333, 18.569 False
200.438, 129.343, 8.333, 18.602 False
200.160, 129.346, 8.333, 18.635 False
199.882, 129.349, 8.333, 18.668 False
199.605, 129.353, 8.333, 18.701 False
199.327, 129.356, 8.333, 18.734 False
199.049, 129.359, 8.333, 18.767 False
198.772, 129.363, 8.333, 18.800 False
198.494, 129.366, 8.333, 18.833 False
198.216, 129.369, 8.333, 18.866 False
197.938, 129.372, 8.333, 18.899 False
197.661, 129.376, 8.333, 18.932 False
197.383, 129.379, 8.333, 18.965 False
197.105, 129.382, 8.333, 18.998 False
196.827, 129.385, 8.333, 19.031 False
196.550, 129.388, 8.333, 19.064 False
196.272, 129.392, 8.333, 19.097 False
195.994, 129.395, 8.333, 19.130 False
195.716, 129.398, 8.333, 19.163 False
195.439, 129.401, 8.333, 19.196 False
195.161, 129.404, 8.333, 19.229 False
194.883, 129.407, 8.333, 19.262 False
194.606, 129.410, 8.333, 19.295 False
194.328, 129.414, 8.333, 19.328 False
194.050, 129.417, 8.333, 19.361 False
193.772, 129.420, 8.333, 19.394 False
193.495, 129.423, 8.333, 19.427 False
193.217, 129.426, 8.333, 19.460 False
192.939, 129.429, 8.333, 19.493 False
192.661, 129.431, 8.333, 19.526 False
192.384, 129.434, 8.333, 19.559 False
192.106, 129.437, 8.333, 19.592 False
191.828, 129.440, 8.333, 19.625 False
191.550, 129.443, 8.333, 19.658 False
191.273, 129.446, 8.333, 19.691 False
190.995, 129.449, 8.333, 19.724 False
190.717, 129.451, 8.333, 19.757 False
190.439, 129.454, 8.333, 19.790 False
190.162, 129.457, 8.333, 19.823 False
189.884, 129.460, 8.333, 19.856 False
189.606, 129.462, 8.333, 19.889 False
